id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id2538667,1,2016-06-10 22:04:49,2016-06-10 22:42:24,1,-73.982276916503906,40.768009185791016,-74.177764892578125,40.694477081298828,N,2255
id3879901,1,2016-05-31 15:29:29,2016-05-31 15:42:29,1,-74.001335144042969,40.736049652099609,-73.993972778320312,40.753387451171875,N,780
id0321793,2,2016-04-20 17:26:14,2016-04-20 17:30:25,1,-73.981422424316406,40.746894836425781,-73.978134155273438,40.751121520996094,N,251
id2488945,2,2016-01-14 12:09:37,2016-01-14 12:24:58,1,-73.992378234863281,40.74932861328125,-73.988555908203125,40.768955230712891,N,921
id2286591,1,2016-01-28 01:09:01,2016-01-28 01:18:43,1,-73.987350463867188,40.692745208740234,-73.955284118652344,40.678428649902344,N,582
id1688158,2,2016-05-06 11:19:08,2016-05-06 11:23:50,1,-73.963150024414063,40.777637481689453,-73.953910827636719,40.78192138671875,N,282
id0703823,1,2016-05-29 22:16:32,2016-05-29 22:19:30,1,-73.963821411132813,40.798118591308594,-73.97210693359375,40.786556243896484,N,178
id2149653,2,2016-02-09 17:33:34,2016-02-09 17:42:28,2,-73.9896240234375,40.752517700195312,-74.000396728515625,40.730182647705078,N,534
id3849856,1,2016-02-06 10:05:04,2016-02-06 10:15:46,2,-73.993461608886719,40.747035980224609,-73.985710144042969,40.759761810302734,N,642
id1649027,1,2016-05-07 11:40:59,2016-05-07 11:42:24,1,-73.953178405761719,40.811939239501953,-73.955970764160156,40.813976287841797,N,85
id1379788,1,2016-05-03 12:58:04,2016-05-03 13:15:37,1,-73.977706909179688,40.752094268798828,-74.00531005859375,40.750743865966797,N,1053
id1187004,1,2016-05-18 12:07:26,2016-05-18 12:26:55,1,-73.982696533203125,40.739517211914063,-73.986366271972656,40.75091552734375,N,1169
id3345463,1,2016-04-30 21:44:48,2016-04-30 21:48:54,1,-73.950752258300781,40.786052703857422,-73.957015991210937,40.771671295166016,N,246
id1135572,1,2016-06-02 18:25:53,2016-06-02 18:47:32,1,-73.96502685546875,40.759544372558594,-74.004554748535156,40.740623474121094,N,1299
id3977647,2,2016-04-14 22:45:13,2016-04-14 22:48:54,2,-73.985610961914062,40.740348815917969,-73.995941162109375,40.744331359863281,N,221
id2298264,2,2016-03-15 23:05:50,2016-03-15 23:10:48,1,-73.984542846679688,40.769557952880859,-73.970634460449219,40.793880462646484,N,298
id1642476,2,2016-01-16 21:36:00,2016-01-16 21:53:21,6,-73.984756469726563,40.742351531982422,-73.953468322753906,40.779651641845703,N,1041
id0344743,1,2016-04-18 17:19:03,2016-04-18 18:08:40,1,-73.781707763671875,40.6446533203125,-73.936691284179688,40.753650665283203,N,2977
id2906886,2,2016-05-24 15:00:46,2016-05-24 15:21:59,6,-73.973991394042969,40.756904602050781,-74.003608703613281,40.722541809082031,N,1273
id0153213,2,2016-05-02 10:13:58,2016-05-02 10:22:52,5,-73.981307983398437,40.741237640380859,-73.991065979003906,40.734981536865234,N,534
id2034705,2,2016-03-03 16:59:04,2016-03-03 17:00:59,1,-73.9822998046875,40.773300170898437,-73.982261657714844,40.769649505615234,N,115
id3341838,1,2016-04-03 21:52:35,2016-04-03 22:02:29,2,-73.950286865234375,40.787273406982422,-73.972450256347656,40.7626953125,N,594
id2729384,2,2016-04-24 10:16:44,2016-04-24 10:42:41,1,-73.782020568847656,40.645271301269531,-73.9461669921875,40.784061431884766,N,1557
id1198539,1,2016-03-26 15:19:44,2016-03-26 15:36:36,1,-73.963050842285156,40.769332885742188,-73.992019653320313,40.726036071777344,N,1012
id3515885,2,2016-03-14 08:03:38,2016-03-14 08:06:20,2,-73.980033874511719,40.748893737792969,-73.976104736328125,40.753814697265625,N,162
id1810977,1,2016-06-10 07:34:26,2016-06-10 07:41:51,1,-73.964256286621094,40.776126861572266,-73.97955322265625,40.755210876464844,N,445
id0005827,2,2016-04-18 01:28:24,2016-04-18 01:29:58,1,-73.914016723632813,40.761028289794922,-73.917678833007812,40.765178680419922,N,94
id2759257,2,2016-03-10 22:13:11,2016-03-10 22:18:39,2,-73.988372802734375,40.723320007324219,-73.994392395019531,40.719638824462891,N,328
id2065583,2,2016-03-13 03:33:28,2016-03-13 03:45:41,1,-73.993721008300781,40.720855712890625,-73.960166931152344,40.761955261230469,N,733
id1698508,2,2016-03-01 06:51:05,2016-03-01 06:57:48,5,-73.9554443359375,40.776866912841797,-73.975639343261719,40.763786315917969,N,403
id2767154,2,2016-05-07 18:48:10,2016-05-07 18:56:42,1,-73.977096557617187,40.764049530029297,-73.975624084472656,40.778713226318359,N,512
id1676500,1,2016-01-21 12:22:24,2016-01-21 12:44:37,1,-73.977729797363281,40.752170562744141,-74.005508422851563,40.705894470214844,N,1333
id0985822,2,2016-03-02 08:37:32,2016-03-02 08:43:52,4,-73.9833984375,40.734344482421875,-73.994514465332031,40.734725952148437,N,380
id3137442,1,2016-04-16 11:04:17,2016-04-16 11:11:04,1,-74.011466979980469,40.728534698486328,-74.004920959472656,40.739837646484375,N,407
id1661117,1,2016-03-01 09:05:06,2016-03-01 09:19:55,1,-73.970878601074219,40.789299011230469,-73.942771911621094,40.785888671875,Y,889
id1254522,1,2016-01-06 21:38:10,2016-01-06 21:47:28,1,-73.968193054199219,40.762214660644531,-73.965927124023438,40.793098449707031,N,558
id3001794,1,2016-04-01 20:29:11,2016-04-01 20:52:30,1,-73.990875244140625,40.750587463378906,-73.993560791015625,40.735916137695312,N,1399
id0405031,2,2016-03-27 12:20:24,2016-03-27 12:39:37,1,-73.97991943359375,40.788780212402344,-73.993072509765625,40.736919403076172,N,1153
id0922054,1,2016-06-11 23:15:03,2016-06-11 23:23:00,2,-73.9766845703125,40.747833251953125,-73.972129821777344,40.758167266845703,N,477
id1058945,1,2016-03-15 12:03:08,2016-03-15 12:25:45,1,-73.986953735351563,40.742195129394531,-73.982528686523437,40.768218994140625,N,1357
id0631984,1,2016-06-07 21:02:57,2016-06-07 21:19:06,1,-73.958419799804687,40.760475158691406,-73.994003295898437,40.695323944091797,N,969
id0468399,1,2016-03-29 15:29:34,2016-03-29 15:33:00,1,-73.982597351074219,40.768474578857422,-73.985687255859375,40.769504547119141,N,206
id3005967,1,2016-01-14 15:13:39,2016-01-14 15:20:38,1,-73.969001770019531,40.769943237304688,-73.979743957519531,40.755592346191406,N,419
id2398602,1,2016-05-11 19:27:02,2016-05-11 19:33:32,1,-73.969070434570313,40.757785797119141,-73.956626892089844,40.766910552978516,N,390
id3443717,2,2016-05-20 23:14:05,2016-05-20 23:36:53,1,-73.98663330078125,40.72576904296875,-73.965400695800781,40.757831573486328,N,1368
id2138556,2,2016-03-20 14:39:54,2016-03-20 14:49:46,6,-74.00299072265625,40.739948272705078,-73.984451293945313,40.753459930419922,N,592
id2226357,2,2016-03-04 18:54:24,2016-03-04 19:09:12,1,-73.981285095214844,40.750106811523438,-73.960586547851563,40.766574859619141,N,888
id0570097,2,2016-04-01 12:29:36,2016-04-01 12:56:46,6,-73.870903015136719,40.773830413818359,-73.979423522949219,40.686779022216797,N,1630
id1115477,1,2016-02-09 21:44:36,2016-02-09 22:09:24,4,-73.990005493164062,40.740943908691406,-73.958694458007812,40.779975891113281,N,1488
id3546791,2,2016-05-09 14:52:58,2016-05-09 14:59:29,1,-73.953887939453125,40.777988433837891,-73.95159912109375,40.790889739990234,N,391
id3671155,1,2016-06-16 17:50:59,2016-06-16 18:30:43,1,-73.976539611816406,40.780647277832031,-73.985000610351563,40.749588012695313,N,2384
id1283024,1,2016-02-19 22:58:18,2016-02-19 23:07:28,2,-73.974052429199219,40.759742736816406,-73.988189697265625,40.748481750488281,N,550
id2700147,1,2016-06-11 16:47:20,2016-06-11 17:03:35,1,-73.985710144042969,40.727157592773438,-73.975982666015625,40.759315490722656,N,975
id1778364,2,2016-04-07 10:27:02,2016-04-07 10:41:00,1,-73.996200561523438,40.746822357177734,-74.013252258300781,40.716690063476563,N,838
id2818914,2,2016-02-03 22:15:22,2016-02-03 22:35:17,1,-73.988533020019531,40.735466003417969,-73.841209411621094,40.721656799316406,N,1195
id3072025,1,2016-06-26 18:20:26,2016-06-26 18:31:09,1,-73.989418029785156,40.730247497558594,-73.978469848632812,40.751064300537109,N,643
id1132456,2,2016-05-05 13:28:19,2016-05-05 13:29:51,6,-73.953193664550781,40.779800415039063,-73.949440002441406,40.782001495361328,N,92
id1017150,1,2016-05-16 17:47:07,2016-05-16 18:06:46,1,-73.987060546875,40.742374420166016,-73.96612548828125,40.770961761474609,N,1179
id3390802,2,2016-04-14 07:24:10,2016-04-14 07:57:14,6,-73.866584777832031,40.771633148193359,-73.959480285644531,40.773956298828125,N,1984
id1687148,2,2016-05-30 21:24:11,2016-05-30 21:30:46,2,-73.985137939453125,40.747760772705078,-74.004119873046875,40.732879638671875,N,395
id2343079,2,2016-01-18 15:16:41,2016-01-18 15:25:57,6,-73.973320007324219,40.761138916015625,-73.981430053710938,40.749725341796875,N,556
id0975623,1,2016-06-09 18:24:11,2016-06-09 19:27:26,2,-73.781852722167969,40.64459228515625,-73.987075805664063,40.754131317138672,N,3795
id3632600,2,2016-05-25 01:33:24,2016-05-25 01:40:33,1,-73.993400573730469,40.721675872802734,-73.993804931640625,40.730091094970703,N,429
id2072089,2,2016-05-18 23:18:47,2016-05-18 23:31:21,1,-73.984458923339844,40.745811462402344,-73.951683044433594,40.774459838867188,N,754
id2035152,2,2016-05-05 20:22:55,2016-05-05 20:28:23,2,-73.98199462890625,40.777191162109375,-73.969146728515625,40.797752380371094,N,328
id0676832,1,2016-03-06 21:50:55,2016-03-06 22:04:31,1,-73.972526550292969,40.745208740234375,-73.988235473632813,40.770713806152344,N,816
id2073812,2,2016-06-03 01:14:01,2016-06-03 01:24:43,2,-74.006942749023437,40.741691589355469,-73.98126220703125,40.741428375244141,N,642
id2226019,2,2016-03-24 08:37:57,2016-03-24 09:01:34,1,-73.946861267089844,40.772251129150391,-73.980300903320313,40.765892028808594,N,1417
id3438411,1,2016-05-09 19:13:15,2016-05-09 19:40:01,1,-73.979095458984375,40.744499206542969,-73.872642517089844,40.774555206298828,N,1606
id3976829,2,2016-03-17 19:14:11,2016-03-17 19:21:50,2,-73.990318298339844,40.7452392578125,-73.98358154296875,40.734600067138672,N,459
id0359970,1,2016-02-27 14:49:18,2016-02-27 15:33:49,2,-73.781997680664063,40.644805908203125,-73.991683959960937,40.749317169189453,N,2671
id2758066,1,2016-02-25 14:56:02,2016-02-25 15:07:46,1,-73.974220275878906,40.753826141357422,-73.985389709472656,40.735561370849609,N,704
id3459090,1,2016-03-10 21:27:18,2016-03-10 21:48:40,1,-73.966476440429688,40.773239135742188,-73.989715576171875,40.756542205810547,N,1282
id3391624,1,2016-02-16 00:10:23,2016-02-16 00:17:00,1,-73.971405029296875,40.757377624511719,-73.962371826171875,40.763198852539062,N,397
id2232979,2,2016-04-12 12:14:54,2016-04-12 12:34:41,1,-73.8634033203125,40.769855499267578,-73.922767639160156,40.8133544921875,N,1187
id3492869,2,2016-05-13 21:21:30,2016-05-13 21:29:52,2,-73.945755004882813,40.786281585693359,-73.971519470214844,40.787063598632813,N,502
id0924179,2,2016-03-03 16:55:17,2016-03-03 17:15:11,1,-73.983871459960937,40.755340576171875,-73.951698303222656,40.773788452148438,N,1194
id1165627,2,2016-01-04 20:56:30,2016-01-04 21:31:49,1,-74.001518249511719,40.730697631835938,-73.978469848632812,40.611671447753906,N,2119
id3899063,2,2016-03-05 23:28:49,2016-03-05 23:33:56,5,-73.990242004394531,40.740760803222656,-73.984199523925781,40.737358093261719,N,307
id0807271,2,2016-06-19 12:02:19,2016-06-19 12:07:35,1,-73.96759033203125,40.787811279296875,-73.980583190917969,40.770221710205078,N,316
id3282704,2,2016-02-04 18:10:21,2016-02-04 18:25:03,1,-73.980056762695312,40.7559814453125,-73.976280212402344,40.73345947265625,N,882
id0785927,1,2016-06-20 18:33:06,2016-06-20 18:44:01,1,-73.982597351074219,40.767581939697266,-73.978813171386719,40.787548065185547,N,655
id0628618,2,2016-01-18 19:09:53,2016-01-18 19:15:41,5,-73.984596252441406,40.761730194091797,-73.984687805175781,40.762859344482422,N,348
id3220411,2,2016-01-20 18:53:23,2016-01-20 18:57:10,1,-73.965225219726563,40.771697998046875,-73.956550598144531,40.76800537109375,N,227
id3801848,2,2016-01-17 15:07:03,2016-01-17 15:37:18,1,-73.991569519042969,40.739963531494141,-73.924591064453125,40.764934539794922,N,1815
id0805344,2,2016-05-31 23:42:15,2016-05-31 23:48:44,1,-73.931686401367188,40.852142333984375,-73.942558288574219,40.837383270263672,N,389
id1307049,2,2016-04-11 15:32:15,2016-04-11 15:43:35,1,-73.977401733398437,40.752197265625,-73.98846435546875,40.748291015625,N,680
id1957370,2,2016-05-12 18:13:17,2016-05-12 18:27:37,1,-73.975547790527344,40.733219146728516,-73.998817443847656,40.721450805664063,N,860
id3192532,2,2016-06-16 11:49:41,2016-06-16 11:55:41,1,-74.008132934570313,40.737880706787109,-74.005622863769531,40.727031707763672,N,360
id3932571,2,2016-04-29 16:35:37,2016-04-29 16:38:34,1,-73.975830078125,40.786441802978516,-73.966056823730469,40.790470123291016,N,177
id2533353,1,2016-02-15 12:34:36,2016-02-15 12:37:02,1,-73.984107971191406,40.746490478515625,-73.980560302734375,40.753746032714844,N,146
id3005850,2,2016-01-28 22:31:09,2016-01-28 22:40:39,1,-73.82611083984375,40.6949462890625,-73.82611083984375,40.6949462890625,N,570
id3151839,1,2016-02-24 16:35:23,2016-02-24 16:43:19,1,-73.989799499511719,40.733875274658203,-73.999221801757812,40.731456756591797,N,476
id2169921,1,2016-06-27 21:24:58,2016-06-27 21:38:30,1,-73.983192443847656,40.747901916503906,-73.988250732421875,40.722915649414063,N,812
id1602007,1,2016-01-29 07:24:30,2016-01-29 07:27:26,1,-73.976417541503906,40.744010925292969,-73.982345581054687,40.741973876953125,N,176
id3391615,2,2016-03-08 23:16:49,2016-03-08 23:31:11,1,-73.979682922363281,40.752601623535156,-73.962661743164063,40.799491882324219,N,862
id3996807,1,2016-02-20 11:18:55,2016-02-20 11:25:31,1,-73.973899841308594,40.751327514648438,-73.966728210449219,40.761493682861328,N,396
id0267682,2,2016-02-16 09:22:16,2016-02-16 09:29:39,1,-73.987869262695312,40.718578338623047,-73.981742858886719,40.732818603515625,N,443
id0582684,1,2016-05-24 13:25:03,2016-05-24 13:38:17,1,-73.946426391601563,40.784809112548828,-73.968093872070313,40.792293548583984,N,794
id1486113,2,2016-03-29 22:32:33,2016-03-29 22:37:09,1,-73.985649108886719,40.752941131591797,-73.996994018554688,40.742141723632813,N,276
id1144942,1,2016-05-11 22:05:21,2016-05-11 22:15:44,1,-73.986495971679688,40.759059906005859,-73.985359191894531,40.746841430664062,N,623
id0521130,1,2016-04-11 02:39:55,2016-04-11 02:58:30,1,-74.002967834472656,40.733650207519531,-73.981712341308594,40.756984710693359,N,1115
id2068095,1,2016-05-17 10:18:14,2016-05-17 10:29:47,1,-73.992324829101563,40.743648529052734,-73.977653503417969,40.742275238037109,N,693
id1340234,2,2016-01-17 09:16:44,2016-01-17 09:25:45,1,-73.989189147949219,40.758499145507813,-74.000801086425781,40.75775146484375,N,541
id2308597,1,2016-04-03 15:33:05,2016-04-03 15:40:53,1,-73.961212158203125,40.765007019042969,-73.975379943847656,40.752979278564453,N,468
id2394158,1,2016-02-01 16:57:36,2016-02-01 17:05:36,1,-73.990516662597656,40.761203765869141,-73.997817993164062,40.754055023193359,N,480
id3866452,2,2016-02-19 18:11:35,2016-02-19 18:25:43,1,-74.005378723144531,40.727245330810547,-73.983695983886719,40.738059997558594,N,848
id0307432,2,2016-03-17 17:17:33,2016-03-17 17:26:43,1,-73.988388061523438,40.750041961669922,-74.002662658691406,40.749698638916016,N,550
id1943539,1,2016-03-17 14:43:13,2016-03-17 15:32:23,1,-73.9847412109375,40.769515991210938,-74.176780700683594,40.694393157958984,N,2950
id2900504,2,2016-04-17 11:47:35,2016-04-17 12:03:00,2,-73.973381042480469,40.755790710449219,-73.872138977050781,40.774490356445312,N,925
id2551742,2,2016-05-14 18:13:02,2016-05-14 18:18:01,1,-73.97705078125,40.753833770751953,-73.967658996582031,40.765815734863281,N,299
id1228732,2,2016-06-09 21:59:04,2016-06-09 22:10:29,1,-73.985031127929688,40.728019714355469,-73.99176025390625,40.749279022216797,N,685
id2740743,1,2016-03-07 08:46:52,2016-03-07 08:52:07,1,-73.991111755371094,40.760601043701172,-74.004661560058594,40.752113342285156,N,315
id0688998,1,2016-05-08 17:54:33,2016-05-08 18:09:50,1,-73.959152221679688,40.767494201660156,-73.990432739257813,40.730594635009766,N,917
id0254715,2,2016-06-19 01:42:36,2016-06-19 02:03:41,1,-73.973281860351562,40.795379638671875,-73.990242004394531,40.717029571533203,N,1265
id0008398,1,2016-03-07 19:17:50,2016-03-07 19:48:57,1,-73.97027587890625,40.783988952636719,-74.001838684082031,40.724620819091797,N,1867
id1357720,1,2016-02-12 22:13:20,2016-02-12 22:20:35,1,-73.977043151855469,40.749423980712891,-73.985191345214844,40.747768402099609,N,435
id0979709,2,2016-06-13 21:41:24,2016-06-13 22:01:58,1,-73.961135864257813,40.709613800048828,-73.983283996582031,40.679943084716797,N,1234
id0208530,2,2016-05-05 11:24:46,2016-05-05 11:29:23,1,-74.004951477050781,40.712421417236328,-74.009658813476562,40.701953887939453,N,277
id0890669,2,2016-01-30 22:52:25,2016-01-30 23:02:00,2,-73.97119140625,40.755119323730469,-73.981849670410156,40.763431549072266,N,575
id1731893,1,2016-01-28 21:27:31,2016-01-28 21:55:58,1,-73.965438842773438,40.762828826904297,-73.998245239257813,40.720085144042969,N,1707
id3573476,2,2016-06-19 00:00:57,2016-06-19 00:14:18,1,-74.005058288574219,40.719291687011719,-73.981857299804688,40.732257843017578,N,801
id0325950,1,2016-02-08 14:48:20,2016-02-08 15:07:41,2,-73.78802490234375,40.641529083251953,-73.846405029296875,40.719871520996094,N,1161
id3274473,1,2016-03-28 08:55:43,2016-03-28 09:08:07,1,-73.968429565429687,40.757312774658203,-73.984703063964844,40.747707366943359,N,744
id0563067,1,2016-03-25 20:51:01,2016-03-25 20:59:06,1,-73.955696105957031,40.763916015625,-73.974884033203125,40.753017425537109,N,485
id0965685,1,2016-06-15 10:47:15,2016-06-15 11:01:55,1,-73.978675842285156,40.762561798095703,-73.97332763671875,40.746952056884766,N,880
id1939852,2,2016-04-24 00:22:41,2016-04-24 00:32:05,5,-73.988243103027344,40.727748870849609,-73.998847961425781,40.734218597412109,N,564
id0333335,1,2016-03-25 17:37:31,2016-03-25 17:46:15,1,-73.96893310546875,40.761085510253906,-73.969314575195313,40.785373687744141,N,524
id2471561,2,2016-06-03 16:01:09,2016-06-03 17:11:54,2,-73.803756713867188,40.649066925048828,-74.003761291503906,40.726959228515625,N,4245
id0426343,2,2016-05-19 22:48:20,2016-05-19 22:51:17,2,-73.988655090332031,40.737098693847656,-73.993705749511719,40.741828918457031,N,177
id3953824,1,2016-04-24 22:14:59,2016-04-24 22:22:25,1,-73.950172424316406,40.779850006103516,-73.976005554199219,40.788192749023438,N,446
id0254260,1,2016-01-20 07:05:15,2016-01-20 07:14:54,1,-73.991302490234375,40.755912780761719,-73.971092224121094,40.76007080078125,N,579
id3298810,1,2016-02-26 17:33:59,2016-02-26 17:36:13,1,-73.999252319335938,40.734035491943359,-73.997879028320313,40.740390777587891,N,134
id0231960,1,2016-06-19 20:31:41,2016-06-19 20:37:20,1,-73.975090026855469,40.745933532714844,-73.982467651367188,40.731231689453125,N,339
id0311922,2,2016-04-09 16:12:08,2016-04-09 16:21:00,4,-73.972038269042969,40.756809234619141,-73.983711242675781,40.761405944824219,N,532
id1988961,1,2016-05-24 17:14:40,2016-05-24 17:22:30,1,-73.955680847167969,40.776592254638672,-73.940299987792969,40.794746398925781,N,470
id2740182,2,2016-04-19 19:53:46,2016-04-19 20:03:03,1,-73.992073059082031,40.729038238525391,-74.004646301269531,40.717090606689453,N,557
id2444186,1,2016-04-21 14:09:26,2016-04-21 14:22:38,1,-73.9849853515625,40.741462707519531,-73.9921875,40.748882293701172,N,792
id1704323,2,2016-06-23 23:44:08,2016-06-24 00:12:44,2,-73.985420227050781,40.731880187988281,-73.942657470703125,40.685649871826172,N,1716
id3820841,2,2016-05-13 08:49:29,2016-05-13 08:56:14,2,-73.955093383789063,40.783000946044922,-73.956779479980469,40.775119781494141,N,405
id3835848,2,2016-04-11 09:46:52,2016-04-11 09:54:33,1,-73.972282409667969,40.746444702148438,-73.95672607421875,40.766853332519531,N,461
id0160719,1,2016-03-13 11:45:38,2016-03-13 11:51:37,1,-73.953903198242188,40.775043487548828,-73.965484619140625,40.766101837158203,N,359
id3492562,2,2016-04-17 18:12:46,2016-04-17 18:33:17,1,-73.995460510253906,40.719955444335938,-73.972183227539063,40.745567321777344,N,1231
id0297680,1,2016-04-10 20:30:39,2016-04-10 20:34:35,1,-73.991897583007812,40.759227752685547,-74.004096984863281,40.752689361572266,N,236
id2328677,1,2016-01-04 12:59:11,2016-01-04 13:06:22,1,-73.978797912597656,40.751808166503906,-73.989311218261719,40.741401672363281,N,431
id0526378,2,2016-02-11 15:45:22,2016-02-11 15:48:44,1,-73.966392517089844,40.804298400878906,-73.970230102539062,40.801475524902344,N,202
id0644338,1,2016-03-07 12:03:29,2016-03-07 12:10:48,1,-73.952896118164062,40.654258728027344,-73.95098876953125,40.671688079833984,N,439
id3002936,1,2016-04-23 00:37:43,2016-04-23 00:46:25,1,-73.98602294921875,40.767013549804687,-73.966995239257813,40.757621765136719,N,522
id1020250,2,2016-04-29 07:05:49,2016-04-29 07:13:46,3,-73.994041442871094,40.751327514648438,-73.975051879882813,40.755718231201172,N,477
id0208098,1,2016-01-09 10:18:20,2016-01-09 10:23:01,1,-74.004280090332031,40.716190338134766,-74.001983642578125,40.727027893066406,N,281
id2256005,1,2016-06-09 16:30:13,2016-06-09 16:55:02,2,-74.004653930664062,40.724391937255859,-73.991676330566406,40.754798889160156,N,1489
id3951918,1,2016-02-12 03:57:38,2016-02-12 03:58:40,1,-74.004920959472656,40.737495422363281,-73.999092102050781,40.738178253173828,N,62
id3501472,1,2016-01-18 14:46:14,2016-01-18 14:53:49,1,-73.97344970703125,40.760517120361328,-73.982681274414063,40.750946044921875,N,455
id2545178,2,2016-03-04 19:18:23,2016-03-04 19:25:45,2,-73.990097045898437,40.732761383056641,-73.996131896972656,40.736171722412109,N,442
id1907469,1,2016-04-28 21:25:08,2016-04-28 21:34:16,1,-73.973190307617187,40.764190673828125,-73.98675537109375,40.748805999755859,N,548
id3601108,2,2016-01-19 09:03:36,2016-01-19 09:24:40,1,-74.00750732421875,40.725681304931641,-73.972610473632812,40.746536254882813,N,1264
id2543631,1,2016-01-30 00:03:51,2016-01-30 00:11:36,1,-73.991439819335938,40.738597869873047,-73.974388122558594,40.742458343505859,N,465
id2031432,2,2016-04-16 21:17:54,2016-04-16 21:21:44,1,-73.920608520507813,40.767471313476563,-73.911323547363281,40.775581359863281,N,230
id3446515,2,2016-01-30 17:04:35,2016-01-30 17:20:22,1,-73.944404602050781,40.714626312255859,-73.987983703613281,40.719108581542969,N,947
id1976902,1,2016-02-06 14:40:56,2016-02-06 14:49:45,1,-73.99346923828125,40.682575225830078,-73.992790222167969,40.694240570068359,N,529
id0640005,2,2016-03-25 18:03:42,2016-03-25 18:08:36,6,-73.966766357421875,40.793861389160156,-73.969680786132813,40.786239624023438,N,294
id3287535,2,2016-05-29 17:10:28,2016-05-29 17:23:38,1,-73.96795654296875,40.755489349365234,-73.999526977539062,40.724071502685547,N,790
id3661793,2,2016-04-13 15:13:56,2016-04-13 15:23:49,1,-73.983253479003906,40.766239166259766,-73.996200561523438,40.762348175048828,N,593
id1626989,2,2016-01-03 14:54:49,2016-01-03 15:36:13,1,-73.789016723632813,40.642173767089844,-73.975669860839844,40.741432189941406,N,2484
id1844025,1,2016-06-16 16:34:19,2016-06-16 17:42:09,1,-73.779197692871094,40.6475830078125,-73.973495483398438,40.756935119628906,N,4070
id3397728,2,2016-02-15 12:28:40,2016-02-15 12:40:01,1,-73.994277954101563,40.751026153564453,-73.979072570800781,40.750026702880859,N,681
id3989106,1,2016-06-18 10:04:52,2016-06-18 10:09:26,1,-74.00958251953125,40.7061767578125,-74.010841369628906,40.708499908447266,N,274
id3430596,2,2016-04-21 19:19:46,2016-04-21 19:32:52,2,-74.005172729492188,40.741001129150391,-73.982933044433594,40.738979339599609,N,786
id2378805,1,2016-04-10 01:19:51,2016-04-10 01:26:08,1,-73.986518859863281,40.747592926025391,-73.984405517578125,40.735263824462891,N,377
id0469003,2,2016-06-17 23:42:21,2016-06-18 00:02:53,1,-73.988441467285156,40.737140655517578,-73.951530456542969,40.783641815185547,N,1232
id1210020,2,2016-01-26 18:48:33,2016-01-26 19:11:09,1,-74.007499694824219,40.74273681640625,-73.983489990234375,40.660671234130859,N,1356
id3595785,1,2016-04-22 19:32:57,2016-04-22 19:49:10,1,-73.991340637207031,40.749851226806641,-73.961219787597656,40.760597229003906,N,973
id1349575,1,2016-02-18 18:05:50,2016-02-18 18:27:11,1,-73.948005676269531,40.782829284667969,-73.993377685546875,40.770317077636719,N,1281
id1764250,1,2016-04-19 03:19:23,2016-04-19 03:23:09,4,-74.004219055175781,40.742218017578125,-73.99346923828125,40.752208709716797,N,226
id0903189,2,2016-03-04 14:15:28,2016-03-04 14:36:08,2,-74.016304016113281,40.711868286132813,-73.983901977539062,40.747901916503906,N,1240
id3662495,1,2016-01-03 14:16:39,2016-01-03 14:19:10,1,-73.942352294921875,40.799026489257813,-73.93902587890625,40.804790496826172,N,151
id1145253,2,2016-06-22 16:56:21,2016-06-22 17:01:13,1,-73.971168518066406,40.763923645019531,-73.957107543945313,40.783241271972656,N,292
id3905687,1,2016-04-16 18:49:15,2016-04-16 18:56:18,1,-74.004371643066406,40.737979888916016,-73.990928649902344,40.751113891601563,N,423
id0054005,1,2016-05-24 13:21:06,2016-05-24 13:23:02,1,-73.966110229492188,40.758266448974609,-73.969802856445313,40.753135681152344,N,116
id2609788,2,2016-03-11 04:00:19,2016-03-11 04:15:44,6,-73.942977905273437,40.753440856933594,-73.992240905761719,40.743011474609375,N,925
id3423478,1,2016-06-29 20:47:03,2016-06-29 21:46:34,2,-73.789497375488281,40.642929077148438,-74.006523132324219,40.738174438476562,N,3571
id3790299,2,2016-02-15 07:23:54,2016-02-15 07:29:04,5,-74.005088806152344,40.719150543212891,-74.0152587890625,40.714309692382813,N,310
id0390276,2,2016-03-22 08:05:38,2016-03-22 08:14:06,1,-73.9703369140625,40.759056091308594,-73.962715148925781,40.766845703125,N,508
id0828227,2,2016-05-11 01:13:44,2016-05-11 01:34:14,2,-73.989791870117187,40.725631713867188,-73.961677551269531,40.653358459472656,N,1230
id1808153,1,2016-05-09 04:09:45,2016-05-09 04:21:14,1,-73.953620910644531,40.771053314208984,-73.960281372070313,40.800655364990234,N,689
id0081114,2,2016-03-13 12:40:10,2016-03-13 13:18:27,5,-73.789535522460938,40.644340515136719,-73.958755493164063,40.661964416503906,N,2297
id1110745,2,2016-02-15 23:21:10,2016-02-15 23:30:18,1,-73.991363525390625,40.749851226806641,-73.989608764648437,40.725841522216797,N,548
id2497743,2,2016-05-27 22:21:21,2016-05-27 22:36:06,1,-73.98681640625,40.751045227050781,-73.951385498046875,40.776042938232422,N,885
id3801163,1,2016-05-07 05:24:25,2016-05-07 05:33:17,1,-73.984138488769531,40.725364685058594,-74.0025634765625,40.724948883056641,N,532
id0391555,1,2016-04-02 15:05:50,2016-04-02 15:15:54,1,-73.958580017089844,40.769702911376953,-73.970298767089844,40.793972015380859,N,604
